id_client,first_day,last_day,frequency,interval,recency,monetary
13341,2021-03-24 09:50:00,2021-03-24 09:50:00,1,0,281,775.85
14234,2021-10-13 13:58:00,2021-11-17 17:53:00,4,35,43,775.46
16825,2021-06-07 09:44:00,2021-11-01 11:51:00,2,147,59,775.1800000000001
15414,2021-04-11 13:45:00,2021-11-30 09:50:00,3,232,30,774.9
16043,2021-01-26 11:14:00,2021-11-02 12:50:00,4,280,58,773.99
15075,2021-09-23 12:27:00,2021-09-23 12:27:00,1,0,98,773.03
12965,2021-09-11 15:31:00,2021-09-11 15:31:00,1,0,110,771.91
17409,2021-04-05 16:42:00,2021-06-08 10:36:00,2,63,205,771.85
14662,2021-01-27 17:41:00,2021-11-11 12:13:00,4,287,49,771.17
16770,2020-12-02 15:49:00,2021-10-13 12:21:00,5,314,78,770.1
14412,2021-09-28 08:48:00,2021-10-28 10:45:00,2,30,63,770.03
16480,2021-09-25 11:40:00,2021-09-25 11:40:00,1,0,96,769.29
13356,2021-09-20 14:33:00,2021-09-20 14:33:00,1,0,101,768.24
17516,2021-02-27 12:41:00,2021-11-24 16:51:00,5,270,36,768.0799999999999
14550,2021-10-26 12:14:00,2021-11-29 12:12:00,2,33,31,765.62
14672,2021-01-07 15:48:00,2021-04-19 10:19:00,2,101,255,765.55
17695,2021-06-21 12:35:00,2021-07-31 10:40:00,2,39,152,765.34
14885,2021-07-31 12:05:00,2021-07-31 12:05:00,1,0,152,765.32
17268,2021-04-08 13:20:00,2021-08-24 10:06:00,4,137,128,763.6400000000001
17466,2021-09-22 09:16:00,2021-11-29 13:15:00,2,68,31,763.28
16470,2020-12-16 11:53:00,2021-10-19 12:11:00,4,307,72,762.39
15599,2021-05-19 13:05:00,2021-11-13 11:44:00,2,177,47,761.74
14883,2021-05-12 09:49:00,2021-11-21 10:23:00,6,193,39,761.5899999999999
16205,2021-06-13 11:33:00,2021-11-09 09:32:00,4,148,51,761.38
17425,2021-10-10 11:37:00,2021-11-20 15:30:00,2,41,40,759.1700000000001
16036,2021-03-21 13:01:00,2021-09-13 14:53:00,2,176,108,758.9200000000001
15568,2021-09-27 14:37:00,2021-12-07 11:27:00,3,70,23,758.29
12413,2021-01-06 16:12:00,2021-10-04 09:00:00,3,270,87,758.1
17979,2021-03-25 11:34:00,2021-11-04 12:05:00,4,224,56,757.71
17461,2021-11-10 12:01:00,2021-11-17 10:21:00,3,6,43,757.46
15223,2021-04-04 12:17:00,2021-04-28 11:31:00,2,23,246,755.75
13370,2020-12-03 10:26:00,2020-12-03 10:26:00,1,0,392,754.87
18104,2021-11-02 14:07:00,2021-11-02 14:07:00,1,0,58,754.64
13730,2021-07-01 12:47:00,2021-07-27 08:35:00,2,25,156,752.6
16256,2021-03-18 12:18:00,2021-03-18 12:18:00,1,0,287,752.43
12908,2021-01-31 12:37:00,2021-06-16 15:39:00,2,136,197,750.0
17146,2020-12-16 12:20:00,2021-08-26 12:44:00,3,253,126,749.78
14923,2021-10-20 11:51:00,2021-10-20 11:51:00,1,0,71,749.1
15074,2021-08-26 14:45:00,2021-08-26 14:45:00,1,0,126,748.87
15656,2021-02-28 15:32:00,2021-10-25 14:56:00,4,238,66,748.5
16859,2021-03-23 13:39:00,2021-07-18 12:19:00,2,116,165,747.81
13623,2021-02-15 13:08:00,2021-11-09 12:00:00,5,266,51,747.78
14201,2020-12-15 13:25:00,2021-10-10 13:27:00,7,299,81,747.4399999999999
16261,2021-04-07 19:05:00,2021-11-22 17:23:00,4,228,38,746.83
14050,2021-08-25 13:46:00,2021-11-08 10:00:00,2,74,52,746.36
17034,2021-02-25 10:10:00,2021-11-23 15:14:00,3,271,37,745.52
14790,2021-03-31 11:49:00,2021-11-23 09:28:00,4,236,37,745.06
13950,2021-04-07 11:29:00,2021-11-28 14:44:00,4,235,32,745.06
13236,2021-08-25 08:58:00,2021-11-15 12:50:00,2,82,45,744.85
13354,2021-09-29 13:17:00,2021-09-29 13:17:00,1,0,92,743.53
16730,2021-01-24 14:01:00,2021-10-18 14:11:00,3,267,73,743.11
12374,2021-11-14 15:37:00,2021-11-14 15:37:00,1,0,46,742.93
12465,2021-06-23 13:37:00,2021-11-22 16:34:00,2,152,38,742.19
13753,2021-02-25 12:48:00,2021-02-25 12:48:00,1,0,308,741.26
13900,2021-03-22 10:13:00,2021-06-09 19:26:00,3,79,204,740.95
17692,2020-12-15 13:37:00,2021-08-04 14:01:00,4,232,148,740.94
17974,2021-05-04 11:50:00,2021-11-15 11:37:00,3,194,45,740.79
15252,2021-06-09 14:15:00,2021-11-03 13:30:00,2,146,57,740.78
12603,2021-11-18 10:42:00,2021-11-18 10:42:00,1,0,42,739.2
14756,2021-11-24 18:13:00,2021-11-24 18:13:00,1,0,36,738.96
12976,2021-05-12 09:55:00,2021-05-12 09:55:00,1,0,232,738.6
15045,2021-03-27 11:44:00,2021-07-11 11:33:00,2,105,172,735.66
15215,2021-09-04 12:24:00,2021-10-24 11:41:00,3,49,67,734.94
18156,2020-12-05 12:29:00,2021-11-27 12:24:00,2,356,33,734.94
16362,2021-09-09 14:47:00,2021-11-07 13:01:00,5,58,53,734.77
16146,2021-04-21 15:25:00,2021-07-05 14:20:00,3,74,178,734.13
17812,2020-12-06 15:27:00,2021-11-27 11:47:00,4,355,33,732.16
13575,2021-06-16 14:24:00,2021-11-16 13:14:00,5,152,44,732.0699999999999
16099,2021-04-28 08:34:00,2021-10-20 13:13:00,3,175,71,731.9000000000001
13736,2021-03-24 13:04:00,2021-12-04 15:19:00,2,255,26,731.9
16491,2021-10-24 10:18:00,2021-10-24 10:18:00,1,0,67,731.5
14778,2021-02-04 11:43:00,2021-08-04 15:23:00,2,181,148,730.86
18035,2021-10-27 17:48:00,2021-11-04 12:39:00,3,7,56,730.4
12468,2021-01-27 13:29:00,2021-06-05 11:36:00,2,128,208,729.54
13077,2020-12-08 14:59:00,2021-12-08 19:24:00,4,365,22,729.27
17666,2021-10-05 11:06:00,2021-12-06 09:06:00,2,61,24,728.16
17888,2020-12-17 13:56:00,2021-11-18 13:45:00,8,335,42,726.0500000000001
14869,2021-08-28 16:09:00,2021-12-01 12:36:00,2,94,29,725.7
14055,2021-08-25 15:04:00,2021-08-25 15:04:00,1,0,127,725.64
16140,2020-12-03 14:40:00,2021-10-05 12:15:00,2,305,86,725.18
15584,2021-06-30 16:39:00,2021-11-16 10:55:00,4,138,44,725.11
12723,2021-10-05 15:52:00,2021-12-06 10:19:00,5,61,24,725.0699999999999
15636,2021-03-02 14:50:00,2021-09-11 11:17:00,2,192,110,724.76
12475,2021-10-17 10:10:00,2021-10-17 10:10:00,1,0,74,723.38
17521,2021-05-24 15:14:00,2021-11-10 11:22:00,3,169,50,723.21
15272,2021-09-14 16:36:00,2021-10-13 12:59:00,2,28,78,721.94
18062,2021-01-06 10:03:00,2021-06-19 14:47:00,3,164,194,720.52
16023,2021-03-18 13:32:00,2021-10-24 16:34:00,3,220,67,719.8100000000001
14179,2021-10-18 14:00:00,2021-10-30 12:07:00,2,11,61,719.78
14725,2021-11-15 12:42:00,2021-11-15 12:42:00,1,0,45,718.08
17884,2020-12-03 12:11:00,2021-12-06 11:33:00,4,367,24,717.45
15274,2021-11-21 14:17:00,2021-12-05 16:57:00,2,14,25,716.5699999999999
12535,2021-06-06 12:47:00,2021-09-09 08:48:00,2,94,112,716.3499999999999
15400,2021-03-06 11:27:00,2021-09-08 13:57:00,5,186,113,716.2
17029,2021-04-17 10:57:00,2021-08-21 11:06:00,2,126,131,716.0
15330,2021-10-10 12:30:00,2021-11-07 17:50:00,2,28,53,714.96
15757,2021-05-06 11:40:00,2021-10-05 12:14:00,2,152,86,714.4200000000001
12616,2021-02-15 14:17:00,2021-09-05 15:17:00,2,202,116,713.3
13169,2021-04-01 14:24:00,2021-10-07 12:11:00,2,188,84,712.88
13147,2021-09-01 12:28:00,2021-11-29 13:59:00,4,89,31,712.8
17761,2021-11-07 10:23:00,2021-11-07 10:23:00,1,0,53,712.78
13416,2021-09-19 14:43:00,2021-10-27 08:56:00,2,37,64,712.5
13587,2021-10-07 12:31:00,2021-10-07 12:31:00,1,0,84,712.4
17642,2021-06-16 12:55:00,2021-08-12 09:11:00,2,56,140,712.29
15855,2021-03-21 12:32:00,2021-07-26 10:20:00,5,126,157,712.24
13705,2020-12-01 10:29:00,2021-12-02 12:32:00,3,366,28,711.8599999999999
17179,2020-12-13 14:24:00,2021-06-14 16:48:00,3,183,199,711.79
13249,2021-03-23 15:26:00,2021-09-08 13:26:00,3,168,113,711.41
17472,2021-02-13 14:40:00,2021-06-01 14:57:00,3,108,212,710.29
14867,2021-01-07 16:34:00,2021-06-07 11:39:00,3,150,206,710.28
14127,2021-02-02 12:26:00,2021-08-09 10:49:00,3,187,143,709.71
16136,2021-03-07 09:52:00,2021-10-11 09:10:00,3,217,80,709.38
15951,2021-02-27 11:57:00,2021-12-01 08:34:00,2,276,29,708.22
16449,2021-03-04 12:15:00,2021-05-26 10:25:00,2,82,218,707.69
12453,2021-07-28 14:08:00,2021-07-28 14:08:00,1,0,155,707.09
16364,2021-07-25 14:35:00,2021-11-28 11:27:00,2,125,32,707.04
16309,2021-04-13 11:46:00,2021-08-25 15:35:00,2,134,127,706.5699999999999
14880,2021-02-24 12:27:00,2021-09-23 13:42:00,3,211,98,706.19
14126,2021-11-29 12:21:00,2021-12-02 11:45:00,3,2,28,706.13
15038,2020-12-05 10:54:00,2021-10-12 11:33:00,6,311,79,705.49
16015,2021-10-21 12:56:00,2021-12-06 10:58:00,3,45,24,705.39
16882,2021-01-26 17:43:00,2021-10-04 10:42:00,3,250,87,705.12
17934,2021-10-12 10:50:00,2021-10-19 11:16:00,2,7,72,704.25
12612,2021-09-26 15:35:00,2021-09-26 15:35:00,1,0,95,704.04
12883,2021-09-11 15:18:00,2021-11-15 09:32:00,4,64,45,703.47
18082,2021-11-14 12:45:00,2021-11-14 12:45:00,1,0,46,703.37
15103,2021-09-14 13:54:00,2021-11-08 14:53:00,2,55,52,703.36
15574,2020-12-02 15:46:00,2021-06-15 12:01:00,4,194,198,702.25
16997,2021-01-18 11:51:00,2021-02-24 17:28:00,3,37,309,702.0
14198,2021-04-14 14:54:00,2021-11-21 16:35:00,4,221,39,701.4
14356,2021-09-19 14:43:00,2021-09-21 09:18:00,2,1,100,701.23
17321,2021-10-03 11:34:00,2021-12-01 13:41:00,2,59,29,700.86
13238,2020-12-14 14:37:00,2021-11-22 15:37:00,4,343,38,700.73
17734,2021-04-20 10:04:00,2021-10-17 12:33:00,3,180,74,700.63
15800,2021-04-07 12:39:00,2021-08-24 14:23:00,2,139,128,699.0799999999999
13258,2021-05-18 13:11:00,2021-11-28 09:31:00,3,193,32,698.58
17423,2021-05-06 09:14:00,2021-10-24 13:36:00,2,171,67,698.4100000000001
17796,2020-12-05 12:23:00,2021-10-30 15:38:00,4,329,61,697.9
15053,2021-03-03 12:06:00,2021-12-05 12:08:00,3,277,25,697.79
14829,2020-12-02 16:12:00,2021-11-10 16:16:00,4,343,50,697.55
13596,2021-11-27 11:57:00,2021-12-04 12:01:00,2,7,26,697.04
15700,2021-06-19 15:36:00,2021-06-20 16:53:00,2,1,193,696.68
17397,2021-11-17 13:58:00,2021-11-17 14:08:00,2,0,43,696.41
14009,2021-05-18 13:00:00,2021-05-25 15:47:00,2,7,219,695.61
14959,2021-02-16 13:00:00,2021-10-06 18:23:00,4,232,85,695.42
15304,2020-12-06 11:42:00,2021-10-10 10:23:00,8,307,81,694.4
12925,2021-09-26 11:05:00,2021-12-05 11:11:00,2,70,25,694.05
14643,2020-12-16 17:53:00,2021-06-22 14:41:00,2,187,191,693.81
12410,2021-02-04 10:38:00,2021-02-04 10:39:00,2,0,329,693.33
13601,2021-05-12 16:52:00,2021-10-25 17:31:00,2,166,66,693.3199999999999
14111,2021-04-12 11:36:00,2021-11-25 13:44:00,4,227,35,692.85
17198,2020-12-03 14:54:00,2021-11-16 10:39:00,3,347,44,692.22
17733,2021-03-23 09:54:00,2021-11-01 08:16:00,2,222,59,692.19
13838,2020-12-05 10:45:00,2021-12-04 11:00:00,4,364,26,691.73
16212,2021-03-01 12:51:00,2021-11-20 13:00:00,2,264,40,690.3399999999999
18085,2020-12-01 12:08:00,2021-01-13 15:17:00,2,43,351,689.95
13023,2021-08-02 09:34:00,2021-10-06 16:27:00,2,65,85,689.9
15181,2021-03-15 12:03:00,2021-10-04 13:58:00,3,203,87,689.48
18196,2021-02-22 16:13:00,2021-09-05 16:22:00,2,195,116,689.13
17502,2021-11-10 16:39:00,2021-11-30 13:13:00,4,19,30,689.1
13799,2021-02-18 14:18:00,2021-08-15 12:07:00,2,177,137,688.86
16642,2021-05-16 12:35:00,2021-12-05 11:31:00,2,202,25,688.33
12658,2021-11-21 10:22:00,2021-11-21 10:22:00,1,0,39,686.05
16122,2020-12-08 11:41:00,2021-09-27 15:34:00,4,293,94,684.4200000000001
16495,2021-03-08 16:38:00,2021-12-06 13:20:00,3,272,24,684.41
15669,2021-03-21 09:13:00,2021-10-30 16:03:00,4,223,61,684.34
12942,2020-12-09 09:34:00,2021-07-31 14:39:00,3,234,152,683.9
17874,2021-03-29 11:25:00,2021-06-07 12:54:00,6,70,206,683.46
14222,2021-06-15 16:42:00,2021-06-15 16:42:00,1,0,198,683.17
12838,2020-12-01 11:57:00,2021-11-06 12:20:00,2,340,54,683.13
15582,2021-05-03 13:36:00,2021-11-15 09:55:00,3,195,45,682.91
13548,2021-04-10 11:35:00,2021-09-04 14:50:00,2,147,117,682.41
18135,2021-06-02 14:04:00,2021-11-10 19:32:00,5,161,50,681.91
12478,2021-12-06 09:56:00,2021-12-06 09:56:00,1,0,24,680.99
13524,2021-05-04 12:26:00,2021-10-30 12:34:00,5,179,61,680.18
16872,2021-06-08 14:32:00,2021-09-23 16:05:00,3,107,98,680.02
15322,2021-09-15 09:34:00,2021-09-15 09:34:00,1,0,106,679.68
13430,2021-09-14 14:26:00,2021-11-21 08:19:00,2,67,39,679.45
14788,2021-11-13 15:52:00,2021-12-02 17:06:00,2,19,28,679.44
17994,2021-02-22 11:02:00,2021-08-10 11:41:00,4,169,142,678.49
13925,2021-07-28 12:09:00,2021-09-08 12:47:00,4,42,113,678.25
13607,2021-10-30 16:17:00,2021-10-30 16:17:00,1,0,61,678.01
13388,2021-07-31 12:52:00,2021-07-31 12:52:00,2,0,152,677.0999999999999
13040,2021-11-06 13:53:00,2021-12-01 10:38:00,2,24,29,676.99
16377,2021-03-17 15:41:00,2021-03-17 15:41:00,1,0,288,676.2
15626,2021-01-14 10:10:00,2021-09-26 10:03:00,2,254,95,675.8
17462,2021-02-28 17:01:00,2021-10-10 13:56:00,2,223,81,675.69
13325,2021-09-19 10:36:00,2021-09-19 10:36:00,1,0,102,675.3
16418,2021-04-27 16:54:00,2021-10-26 12:39:00,3,181,65,675.27
13355,2021-08-09 14:48:00,2021-08-09 14:48:00,1,0,143,674.7
13464,2021-10-12 15:01:00,2021-10-12 15:01:00,1,0,79,674.68
17749,2021-03-28 13:39:00,2021-06-14 15:45:00,2,78,199,674.52
13951,2021-02-18 15:21:00,2021-06-16 16:43:00,3,118,197,674.45
14504,2021-03-06 14:38:00,2021-10-23 16:00:00,4,231,68,673.26
18121,2021-07-08 12:14:00,2021-07-13 12:53:00,2,5,170,673.1
14628,2021-04-11 14:43:00,2021-09-09 14:58:00,2,151,112,671.96
17883,2021-04-07 19:16:00,2021-12-06 17:49:00,4,242,24,671.77
12638,2021-11-06 13:11:00,2021-11-06 13:11:00,1,0,54,671.69
17299,2021-06-19 16:04:00,2021-11-28 12:01:00,4,161,32,669.11
12418,2021-08-19 11:08:00,2021-08-19 11:08:00,1,0,133,668.58
14342,2021-05-13 13:50:00,2021-11-18 13:21:00,4,188,42,668.5600000000001
13741,2021-05-06 13:43:00,2021-09-29 09:19:00,3,145,92,668.4300000000001
16383,2021-03-16 13:00:00,2021-09-26 12:45:00,2,193,95,668.3599999999999
15031,2021-03-02 14:46:00,2021-12-05 14:19:00,4,277,25,668.14
18022,2021-11-04 12:45:00,2021-11-04 12:45:00,1,0,56,668.11
16268,2021-09-29 18:30:00,2021-09-29 18:30:00,2,0,92,667.65
15969,2021-06-07 12:19:00,2021-12-07 11:06:00,3,182,23,666.1
17777,2021-08-31 14:35:00,2021-11-15 12:02:00,3,75,45,665.86
17105,2021-02-06 14:46:00,2021-07-03 15:53:00,2,147,180,665.78
16056,2021-10-25 15:19:00,2021-10-25 15:19:00,1,0,66,664.85
13963,2020-12-07 09:21:00,2021-02-04 14:43:00,4,59,329,664.54
16208,2021-02-23 13:37:00,2021-10-26 11:36:00,2,244,65,664.26
15643,2021-03-02 14:34:00,2021-06-01 07:38:00,3,90,212,664.0
14720,2021-08-05 12:06:00,2021-12-04 12:02:00,3,120,26,663.8100000000001
13240,2020-12-09 12:49:00,2021-09-04 14:08:00,4,269,117,663.65
16573,2021-02-22 15:14:00,2021-09-16 09:13:00,2,205,105,663.61
14451,2021-05-29 12:35:00,2021-10-10 13:38:00,2,134,81,662.5899999999999
16014,2021-02-21 17:42:00,2021-11-02 12:04:00,3,253,58,662.38
18218,2021-03-03 12:24:00,2021-05-12 12:53:00,2,70,232,662.0799999999999
16774,2021-06-14 12:45:00,2021-10-03 12:41:00,4,110,88,661.52
13028,2021-10-25 14:09:00,2021-11-17 11:10:00,2,22,43,661.3199999999999
14603,2021-03-10 10:27:00,2021-03-10 10:27:00,1,0,295,660.0
15492,2021-09-26 14:02:00,2021-11-11 14:53:00,2,46,49,659.46
13518,2021-09-15 10:29:00,2021-09-15 10:29:00,1,0,106,659.44
13759,2021-09-29 15:40:00,2021-11-06 14:47:00,2,37,54,659.41
16357,2021-05-10 10:35:00,2021-11-06 16:04:00,3,180,54,658.8800000000001
14150,2020-12-15 10:04:00,2021-11-04 10:05:00,2,324,56,658.64
17779,2021-07-19 12:19:00,2021-11-18 14:15:00,3,122,42,658.5699999999999
16696,2021-04-05 15:20:00,2021-07-27 14:23:00,4,112,156,657.9
12577,2020-12-15 16:21:00,2021-11-04 13:24:00,3,323,56,657.8
14818,2021-03-31 12:28:00,2021-09-27 11:01:00,3,179,94,657.8
15648,2021-03-17 18:59:00,2021-05-19 15:53:00,2,62,225,657.35
17459,2021-10-10 17:00:00,2021-10-27 13:25:00,2,16,64,657.3
15677,2021-10-21 15:36:00,2021-10-21 15:36:00,1,0,70,657.23
16157,2021-09-28 11:48:00,2021-11-24 11:41:00,3,56,36,656.6899999999999
13049,2021-01-25 16:33:00,2021-10-06 15:31:00,2,253,85,656.68
16708,2021-10-25 12:20:00,2021-10-25 12:20:00,1,0,66,656.63
16127,2021-10-31 13:58:00,2021-10-31 13:58:00,1,0,60,656.25
14894,2021-09-15 13:51:00,2021-09-15 13:51:00,1,0,106,655.75
16444,2021-03-20 12:14:00,2021-10-24 13:50:00,4,218,67,654.67
14651,2021-05-12 16:29:00,2021-10-03 15:52:00,2,143,88,654.6
17398,2021-03-29 13:04:00,2021-08-17 09:48:00,3,140,135,653.38
18151,2021-02-23 08:29:00,2021-07-28 11:35:00,2,155,155,653.35
13496,2020-12-15 10:17:00,2021-11-29 10:58:00,2,349,31,653.3299999999999
15205,2021-08-04 16:07:00,2021-09-15 19:36:00,2,42,106,653.24
14044,2021-02-03 11:39:00,2021-11-13 12:05:00,4,283,47,652.82
14548,2021-01-26 08:38:00,2021-07-12 12:19:00,2,167,171,652.8
17523,2021-11-20 13:40:00,2021-11-28 13:20:00,4,7,32,652.74
14034,2021-07-05 13:06:00,2021-11-17 14:02:00,3,135,43,651.82
16734,2021-08-17 15:00:00,2021-10-18 13:44:00,3,61,73,650.51
16469,2021-04-07 13:11:00,2021-11-16 12:25:00,4,222,44,650.4300000000001
15571,2021-09-22 13:15:00,2021-11-28 10:02:00,4,66,32,650.4300000000001
16969,2021-06-01 12:10:00,2021-10-31 13:12:00,3,152,60,650.41
17373,2021-01-31 11:46:00,2021-10-30 15:28:00,4,272,61,646.9200000000001
12589,2021-07-18 12:05:00,2021-11-11 10:19:00,2,115,49,646.68
15651,2021-03-24 08:56:00,2021-11-03 08:41:00,3,223,57,646.3
17545,2021-10-27 13:48:00,2021-10-27 14:04:00,3,0,64,645.96
14855,2021-07-28 12:06:00,2021-08-12 14:02:00,2,15,140,645.6500000000001
12719,2021-10-05 14:50:00,2021-12-04 13:45:00,2,59,26,644.95
17312,2021-07-03 13:12:00,2021-07-24 11:52:00,3,20,159,644.3
16431,2021-02-15 14:02:00,2021-05-10 14:09:00,3,84,234,642.81
14020,2021-09-12 15:32:00,2021-11-23 09:22:00,2,71,37,642.8
13034,2020-12-05 14:52:00,2021-10-16 12:21:00,2,314,75,642.77
15384,2020-12-15 11:34:00,2021-06-23 10:57:00,2,189,190,642.41
17046,2021-07-05 14:24:00,2021-07-05 14:24:00,1,0,178,642.02
15297,2021-10-07 09:42:00,2021-11-29 16:32:00,3,53,31,641.94
12365,2021-02-21 13:51:00,2021-02-21 14:04:00,2,0,312,641.38
12624,2021-06-15 12:34:00,2021-08-25 15:04:00,2,71,127,641.13
13417,2021-05-18 16:26:00,2021-12-05 08:49:00,2,200,25,640.8299999999999
13318,2021-11-02 13:26:00,2021-12-08 18:51:00,3,36,22,640.76
12631,2021-10-13 13:53:00,2021-10-13 13:53:00,1,0,78,640.5
14301,2021-08-14 15:33:00,2021-08-14 15:33:00,1,0,138,640.14
15919,2020-12-06 11:26:00,2021-11-20 11:28:00,2,349,40,639.8900000000001
17515,2021-01-25 14:33:00,2021-11-08 14:04:00,4,286,52,639.02
18160,2021-05-23 13:41:00,2021-10-13 15:50:00,2,143,78,638.06
14754,2021-02-17 12:21:00,2021-10-26 12:01:00,2,250,65,638.05
14664,2021-11-06 14:56:00,2021-11-20 10:59:00,2,13,40,637.89
14128,2021-03-29 10:49:00,2021-10-10 12:00:00,2,195,81,637.5
14481,2021-02-25 13:53:00,2021-06-28 10:38:00,2,122,185,636.51
15829,2021-07-22 10:23:00,2021-09-01 16:45:00,2,41,120,636.14
15773,2021-12-04 12:48:00,2021-12-04 12:48:00,1,0,26,635.68
14000,2021-05-12 16:50:00,2021-05-12 16:50:00,1,0,232,635.66
16139,2021-05-17 10:23:00,2021-11-21 08:37:00,3,187,39,635.4100000000001
17985,2021-11-17 14:24:00,2021-11-17 14:24:00,1,0,43,634.95
13892,2021-04-07 12:04:00,2021-11-13 11:50:00,4,219,47,632.97
14220,2020-12-16 18:18:00,2021-04-06 13:23:00,2,110,268,632.4000000000001
16306,2020-12-07 15:18:00,2021-05-10 12:12:00,6,153,234,632.27
18183,2021-03-10 10:08:00,2021-04-26 15:26:00,2,47,248,632.0699999999999
13822,2021-10-30 15:55:00,2021-12-04 12:13:00,2,34,26,632.0
14021,2021-03-28 15:10:00,2021-07-07 15:46:00,3,101,176,631.9
15244,2021-04-05 15:12:00,2021-10-05 13:19:00,2,182,86,631.5699999999999
13539,2021-02-03 15:23:00,2021-09-15 10:18:00,3,223,106,631.34
17990,2020-12-13 12:10:00,2021-04-17 11:44:00,3,124,257,630.8399999999999
13046,2021-03-18 15:43:00,2021-11-09 08:36:00,2,235,51,629.31
13525,2021-04-05 15:36:00,2021-11-25 12:01:00,2,233,35,628.78
14687,2021-08-25 11:59:00,2021-08-25 11:59:00,1,0,127,628.38
16022,2021-03-24 13:16:00,2021-03-24 13:16:00,1,0,281,628.28
15028,2020-12-06 12:47:00,2021-12-01 14:06:00,4,360,29,627.13
13546,2021-05-23 12:14:00,2021-11-27 14:50:00,3,188,33,626.99
15402,2021-05-27 13:32:00,2021-07-14 12:17:00,2,47,169,626.77
14036,2021-02-28 09:26:00,2021-02-28 09:26:00,1,0,305,626.65
13914,2021-11-03 16:28:00,2021-11-28 10:35:00,2,24,32,626.45
14382,2021-11-13 16:18:00,2021-11-13 16:18:00,1,0,47,626.07
16750,2021-04-21 16:53:00,2021-10-26 12:48:00,5,187,65,623.93
16718,2020-12-05 13:03:00,2020-12-05 13:03:00,1,0,390,623.75
12649,2021-05-11 14:37:00,2021-08-24 14:41:00,3,105,128,623.51
15147,2021-04-13 15:57:00,2021-04-13 15:57:00,1,0,261,623.5
13368,2021-01-06 12:32:00,2021-03-28 09:59:00,2,80,277,623.4
15258,2021-05-06 14:16:00,2021-06-24 12:30:00,2,48,189,623.1600000000001
17499,2021-02-23 09:14:00,2021-02-23 09:14:00,1,0,310,622.88
15182,2021-03-16 12:42:00,2021-07-08 13:37:00,2,114,175,622.85
17460,2020-12-01 16:24:00,2021-09-06 15:04:00,6,278,115,622.43
15768,2021-04-28 09:20:00,2021-08-16 10:48:00,3,110,136,621.83
18217,2021-09-30 10:44:00,2021-11-10 13:18:00,2,41,50,621.75
16915,2021-03-01 09:52:00,2021-11-30 16:39:00,6,274,30,621.6800000000001
17640,2021-09-14 09:13:00,2021-09-14 09:13:00,1,0,107,621.66
14152,2021-04-19 15:46:00,2021-09-25 12:54:00,2,158,96,621.29
13402,2020-12-02 17:12:00,2021-08-04 15:51:00,2,244,148,621.23
16141,2021-09-12 13:11:00,2021-09-12 13:11:00,1,0,109,620.4
12667,2021-10-12 17:00:00,2021-10-12 17:00:00,1,0,79,620.13
14529,2021-08-21 14:10:00,2021-10-10 15:27:00,3,50,81,620.04
13493,2021-02-25 16:42:00,2021-03-09 15:35:00,2,11,296,618.63
16613,2021-09-30 15:52:00,2021-09-30 15:52:00,1,0,91,618.59
13145,2020-12-02 18:06:00,2021-10-31 12:45:00,4,332,60,618.52
12596,2021-04-11 13:22:00,2021-10-19 13:02:00,2,190,72,618.27
13301,2021-02-20 13:13:00,2021-08-28 11:25:00,4,188,124,618.09
16134,2020-12-15 14:00:00,2021-11-18 10:05:00,2,337,42,618.0899999999999
14593,2021-05-25 11:14:00,2021-11-18 12:48:00,3,177,42,617.99
14377,2021-03-22 13:38:00,2021-06-01 13:32:00,2,70,212,617.05
16442,2020-12-14 10:46:00,2021-12-08 11:43:00,3,359,22,616.79
16311,2021-10-21 13:13:00,2021-11-22 08:54:00,2,31,38,616.26
14905,2021-04-20 10:48:00,2021-07-05 12:41:00,2,76,178,616.1500000000001
16005,2021-03-14 11:46:00,2021-11-27 13:47:00,4,258,33,615.39
15275,2021-11-02 11:20:00,2021-11-02 11:20:00,1,0,58,615.14
16566,2021-02-20 10:29:00,2021-11-24 16:34:00,5,277,36,614.66
16116,2021-05-12 12:01:00,2021-05-12 12:01:00,1,0,232,612.78
12513,2021-08-19 10:51:00,2021-08-19 10:51:00,1,0,133,612.29
18149,2021-03-11 12:44:00,2021-10-20 12:04:00,3,222,71,612.0799999999999
15232,2021-07-22 12:21:00,2021-08-18 16:27:00,2,27,134,612.06
15645,2021-11-21 11:55:00,2021-11-21 11:55:00,1,0,39,612.01
16109,2021-02-04 12:37:00,2021-05-05 09:17:00,2,89,239,611.88
16763,2021-05-25 11:52:00,2021-05-25 11:52:00,1,0,219,611.85
13731,2021-04-07 10:10:00,2021-05-04 14:33:00,2,27,240,610.59
12673,2021-01-17 11:46:00,2021-12-04 13:55:00,2,321,26,610.52
15795,2021-07-13 10:43:00,2021-07-13 10:43:00,1,0,170,610.01
13357,2021-03-27 13:56:00,2021-03-27 13:56:00,1,0,278,609.95
14636,2021-03-16 09:52:00,2021-11-03 16:12:00,2,232,57,609.85
13933,2021-07-14 13:35:00,2021-08-22 14:03:00,2,39,130,608.79
12933,2021-03-01 11:30:00,2021-11-15 16:38:00,3,259,45,607.53
15573,2021-09-15 12:16:00,2021-11-08 11:38:00,2,53,52,607.45
17119,2021-10-11 11:03:00,2021-12-06 14:40:00,2,56,24,606.91
14710,2021-10-11 13:49:00,2021-11-25 14:53:00,4,45,35,606.13
17849,2021-01-10 11:59:00,2021-05-05 13:46:00,4,115,239,605.8
