,id_client,frequency,recency,monetary,segment,country
2210,17459,2,64,657.3,Low Value,United Kingdom
2211,15677,1,70,657.23,Low Value,United Kingdom
2212,16157,3,36,656.69,Low Value,United Kingdom
2213,13049,2,85,656.68,Low Value,United Kingdom
2214,16708,1,66,656.63,Low Value,United Kingdom
2215,16127,1,60,656.25,Low Value,United Kingdom
2216,14894,1,106,655.75,Low Value,United Kingdom
2217,16444,4,67,654.67,Low Value,United Kingdom
2218,14651,2,88,654.6,Low Value,United Kingdom
2219,17398,3,135,653.38,Low Value,United Kingdom
2220,18151,2,155,653.35,Low Value,United Kingdom
2221,13496,2,31,653.33,Low Value,United Kingdom
2222,15205,2,106,653.24,Low Value,United Kingdom
2223,14044,4,47,652.82,Low Value,United Kingdom
2224,14548,2,171,652.8,Low Value,United Kingdom
2225,17523,4,32,652.74,Low Value,United Kingdom
2226,14034,3,43,651.82,Low Value,United Kingdom
2227,16734,3,73,650.51,Low Value,United Kingdom
2228,16469,4,44,650.43,Low Value,United Kingdom
2229,15571,4,32,650.43,Low Value,United Kingdom
2230,16969,3,60,650.41,Low Value,United Kingdom
2231,17373,4,61,646.92,Low Value,United Kingdom
2232,12589,2,49,646.68,Low Value,France
2233,15651,3,57,646.3,Low Value,United Kingdom
2234,17545,3,64,645.96,Low Value,United Kingdom
2235,14855,2,140,645.65,Low Value,United Kingdom
2236,12719,2,26,644.95,Low Value,France
2237,17312,3,159,644.3,Low Value,United Kingdom
2238,16431,3,234,642.81,Low Value,United Kingdom
2239,14020,2,37,642.8,Low Value,United Kingdom
2240,13034,2,75,642.77,Low Value,United Kingdom
2241,15384,2,190,642.41,Low Value,United Kingdom
2242,17046,1,178,642.02,Low Value,United Kingdom
2243,15297,3,31,641.94,Low Value,United Kingdom
2244,12365,2,312,641.38,Low Value,Cyprus
2245,12624,2,127,641.13,Low Value,France
2246,13417,2,25,640.83,Low Value,United Kingdom
2247,13318,3,22,640.76,Low Value,United Kingdom
2248,12631,1,78,640.5,Low Value,Finland
2249,14301,1,138,640.14,Low Value,United Kingdom
2250,15919,2,40,639.89,Low Value,United Kingdom
2251,17515,4,52,639.02,Low Value,United Kingdom
2252,18160,2,78,638.06,Low Value,United Kingdom
2253,14754,2,65,638.05,Low Value,United Kingdom
2254,14664,2,40,637.89,Low Value,United Kingdom
2255,14128,2,81,637.5,Low Value,United Kingdom
2256,14481,2,185,636.51,Low Value,United Kingdom
2257,15829,2,120,636.14,Low Value,United Kingdom
2258,15773,1,26,635.68,Low Value,United Kingdom
2259,14000,1,232,635.66,Low Value,United Kingdom
2260,16139,3,39,635.41,Low Value,United Kingdom
2261,17985,1,43,634.95,Low Value,United Kingdom
2262,13892,4,47,632.97,Low Value,United Kingdom
2263,14220,2,268,632.4,Low Value,United Kingdom
2264,16306,6,234,632.27,Low Value,United Kingdom
2265,18183,2,248,632.07,Low Value,United Kingdom
2266,13822,2,26,632.0,Low Value,United Kingdom
2267,14021,3,176,631.9,Low Value,United Kingdom
2268,15244,2,86,631.57,Low Value,United Kingdom
2269,13539,3,106,631.34,Low Value,United Kingdom
2270,17990,3,257,630.84,Low Value,United Kingdom
2271,13046,2,51,629.31,Low Value,United Kingdom
2272,13525,2,35,628.78,Low Value,United Kingdom
2273,14687,1,127,628.38,Low Value,United Kingdom
2274,16022,1,281,628.28,Low Value,United Kingdom
2275,15028,4,29,627.13,Medium Value,United Kingdom
2276,13546,3,33,626.99,Low Value,United Kingdom
2277,15402,2,169,626.77,Low Value,United Kingdom
2278,14036,1,305,626.65,Low Value,United Kingdom
2279,13914,2,32,626.45,Low Value,United Kingdom
2280,14382,1,47,626.07,Low Value,United Kingdom
2281,16750,5,65,623.93,Low Value,United Kingdom
2282,16718,1,390,623.75,Lost Customers,United Kingdom
2283,12649,3,128,623.51,Low Value,Germany
2284,15147,1,261,623.5,Low Value,United Kingdom
2285,13368,2,277,623.4,Low Value,United Kingdom
2286,15258,2,189,623.16,Low Value,United Kingdom
2287,17499,1,310,622.88,Low Value,United Kingdom
2288,15182,2,175,622.85,Low Value,United Kingdom
2289,17460,6,115,622.43,Low Value,United Kingdom
2290,15768,3,136,621.83,Low Value,United Kingdom
2291,18217,2,50,621.75,Low Value,United Kingdom
2292,16915,6,30,621.68,Medium Value,United Kingdom
2293,17640,1,107,621.66,Low Value,United Kingdom
2294,14152,2,96,621.29,Low Value,United Kingdom
2295,13402,2,148,621.23,Low Value,United Kingdom
2296,16141,1,109,620.4,Low Value,United Kingdom
2297,12667,1,79,620.13,Low Value,Finland
2298,14529,3,81,620.04,Low Value,United Kingdom
2299,13493,2,296,618.63,Low Value,Switzerland
2300,16613,1,91,618.59,Low Value,United Kingdom
2301,13145,4,60,618.52,Low Value,United Kingdom
2302,12596,2,72,618.27,Low Value,Spain
2303,13301,4,124,618.09,Low Value,United Kingdom
2304,16134,2,42,618.09,Low Value,United Kingdom
2305,14593,3,42,617.99,Low Value,United Kingdom
2306,14377,2,212,617.05,Low Value,United Kingdom
2307,16442,3,22,616.79,Low Value,United Kingdom
2308,16311,2,38,616.26,Low Value,United Kingdom
2309,14905,2,178,616.15,Low Value,United Kingdom
2310,16005,4,33,615.39,Low Value,United Kingdom
2311,15275,1,58,615.14,Low Value,United Kingdom
2312,16566,5,36,614.66,Medium Value,United Kingdom
2313,16116,1,232,612.78,Low Value,United Kingdom
2314,12513,1,133,612.29,Low Value,France
2315,18149,3,71,612.08,Low Value,United Kingdom
2316,15232,2,134,612.06,Low Value,United Kingdom
2317,15645,1,39,612.01,Low Value,United Kingdom
2318,16109,2,239,611.88,Low Value,United Kingdom
2319,16763,1,219,611.85,Low Value,United Kingdom
2320,13731,2,240,610.59,Low Value,United Kingdom
2321,12673,2,26,610.52,Low Value,Germany
2322,15795,1,170,610.01,Low Value,United Kingdom
2323,13357,1,278,609.95,Low Value,United Kingdom
2324,14636,2,57,609.85,Low Value,United Kingdom
2325,13933,2,130,608.79,Low Value,United Kingdom
2326,12933,3,45,607.53,Low Value,United Kingdom
2327,15573,2,52,607.45,Low Value,United Kingdom
2328,17119,2,24,606.91,Low Value,United Kingdom
2329,14710,4,35,606.13,Low Value,United Kingdom
2330,17849,4,239,605.8,Low Value,United Kingdom
2331,14133,3,150,605.64,Low Value,United Kingdom
2332,13888,2,140,605.63,Low Value,United Kingdom
2333,17507,2,282,605.58,Low Value,United Kingdom
2334,13233,2,95,605.12,Low Value,United Kingdom
2335,13558,4,26,605.06,Low Value,United Kingdom
2336,14323,2,135,605.06,Low Value,United Kingdom
2337,14675,1,37,604.75,Low Value,United Kingdom
2338,17664,2,39,604.64,Low Value,United Kingdom
2339,12944,2,56,604.51,Low Value,United Kingdom
2340,16732,1,52,603.75,Low Value,United Kingdom
2341,12556,2,71,603.71,Low Value,Spain
2342,12707,1,312,603.42,Lost Customers,France
2343,17259,2,169,603.37,Low Value,United Kingdom
2344,15366,2,96,602.51,Low Value,United Kingdom
2345,17890,2,343,602.09,Low Value,United Kingdom
2346,12654,5,31,601.98,Medium Value,Germany
2347,14609,4,93,601.56,Low Value,United Kingdom
2348,16654,4,162,601.27,Low Value,United Kingdom
2349,12420,1,84,600.39,Low Value,Cyprus
2350,13243,1,224,600.07,Low Value,United Kingdom
2351,18211,5,46,600.07,Low Value,United Kingdom
2352,12872,2,347,599.97,Low Value,United Kingdom
2353,12521,1,163,599.68,Low Value,Germany
2354,14965,2,117,599.0,Low Value,United Kingdom
2355,17420,3,71,598.83,Low Value,United Kingdom
2356,14467,4,38,598.76,Low Value,United Kingdom
2357,15720,1,45,598.73,Low Value,United Kingdom
2358,13311,2,25,598.57,Low Value,United Kingdom
2359,16298,3,43,598.2,Low Value,United Kingdom
2360,13959,3,100,598.2,Low Value,United Kingdom
2361,14108,2,51,597.91,Low Value,United Kingdom
2362,17864,3,33,597.5,Low Value,United Kingdom
2363,16788,2,144,597.48,Low Value,United Kingdom
2364,14645,2,177,597.09,Low Value,United Kingdom
2365,15381,2,234,596.85,Low Value,United Kingdom
2366,18246,2,44,596.1,Low Value,United Kingdom
2367,17658,2,46,595.42,Low Value,United Kingdom
2368,14284,2,51,595.25,Low Value,United Kingdom
2369,16325,3,67,594.24,Low Value,United Kingdom
2370,12917,1,149,594.0,Low Value,United Kingdom
2371,15442,1,269,594.0,Lost Customers,United Kingdom
2372,16535,1,26,593.75,Low Value,United Kingdom
2373,18232,4,102,592.97,Low Value,United Kingdom
2374,16203,4,79,592.9,Low Value,United Kingdom
2375,14692,4,158,591.55,Low Value,United Kingdom
2376,13276,2,84,590.93,Low Value,United Kingdom
2377,13270,1,387,590.0,Lost Customers,United Kingdom
2378,13452,2,280,590.0,Low Value,United Kingdom
2379,14882,2,47,589.7,Low Value,United Kingdom
2380,18123,2,45,589.44,Low Value,United Kingdom
2381,16723,2,112,589.15,Low Value,United Kingdom
2382,16838,2,218,588.85,Low Value,United Kingdom
2383,14338,2,182,588.22,Low Value,United Kingdom
2384,15624,4,137,588.13,Low Value,United Kingdom
2385,17351,3,57,587.15,Low Value,United Kingdom
2386,17014,3,29,586.33,Low Value,United Kingdom
2387,17360,3,38,585.79,Low Value,United Kingdom
2388,12384,2,49,585.27,Low Value,Switzerland
2389,15222,1,339,585.0,Lost Customers,United Kingdom
2390,16384,2,110,584.5,Low Value,United Kingdom
2391,16072,1,309,584.32,Lost Customers,United Kingdom
2392,14023,2,28,584.07,Low Value,United Kingdom
2393,13557,2,49,584.06,Low Value,United Kingdom
2394,15762,2,86,583.75,Low Value,United Kingdom
2395,12426,1,215,582.73,Low Value,Germany
2396,13427,3,40,582.6,Low Value,United Kingdom
2397,17970,1,232,582.59,Low Value,United Kingdom
2398,12695,4,28,582.1,Low Value,France
2399,18095,2,333,580.05,Low Value,United Kingdom
2400,16906,4,102,579.77,Low Value,United Kingdom
2401,17142,1,260,579.0,Lost Customers,United Kingdom
2402,13292,2,59,578.94,Low Value,United Kingdom
2403,17540,2,45,578.9,Low Value,United Kingdom
2404,12601,5,210,577.06,Low Value,Germany
2405,14176,4,318,576.9,Low Value,United Kingdom
2406,16916,2,44,576.26,Low Value,United Kingdom
2407,15830,1,58,576.0,Low Value,United Kingdom
2408,15550,4,25,575.63,Low Value,United Kingdom
2409,16345,1,65,575.41,Low Value,United Kingdom
2410,13487,3,78,575.4,Low Value,United Kingdom
2411,14167,4,60,574.84,Low Value,United Kingdom
2412,14400,1,170,574.7,Low Value,United Kingdom
2413,12784,2,30,574.42,Low Value,Portugal
2414,15339,2,87,574.07,Low Value,United Kingdom
2415,15303,1,311,574.02,Lost Customers,United Kingdom
2416,12879,3,65,573.22,Low Value,United Kingdom
2417,15415,1,334,572.81,Lost Customers,United Kingdom
2418,13379,3,47,572.56,Low Value,United Kingdom
2419,13405,3,95,572.45,Low Value,United Kingdom
2420,12816,2,116,572.2,Low Value,Poland
2421,13816,2,44,571.67,Low Value,Germany
2422,17616,3,194,571.2,Low Value,United Kingdom
2423,15821,2,65,570.96,Low Value,United Kingdom
2424,15315,2,85,570.5,Low Value,United Kingdom
2425,14592,3,56,570.46,Low Value,United Kingdom
2426,16667,2,89,570.13,Low Value,United Kingdom
2427,13939,3,44,568.55,Low Value,United Kingdom
2428,13321,2,93,567.36,Low Value,United Kingdom
2429,17897,3,193,566.6,Low Value,United Kingdom
2430,18150,3,53,566.58,Low Value,United Kingdom
2431,16278,1,121,566.38,Low Value,United Kingdom
2432,13894,3,44,564.62,Low Value,United Kingdom
2433,15344,3,21,563.94,Low Value,United Kingdom
2434,16933,2,22,563.23,Low Value,United Kingdom
2435,14753,1,108,563.15,Low Value,United Kingdom
2436,17265,2,159,562.9,Low Value,United Kingdom
2437,12414,3,238,562.41,Low Value,Austria
2438,12559,2,331,561.71,Low Value,Germany
2439,13946,3,100,561.57,Low Value,United Kingdom
2440,15655,1,264,560.67,Lost Customers,United Kingdom
2441,13044,1,312,560.47,Lost Customers,United Kingdom
2442,14273,4,72,559.97,Low Value,United Kingdom
2443,16275,1,217,559.87,Lost Customers,United Kingdom
2444,18043,3,45,559.51,Low Value,United Kingdom
2445,14177,4,107,559.41,Low Value,United Kingdom
2446,12866,1,304,559.12,Lost Customers,Belgium
2447,17503,2,23,558.96,Low Value,United Kingdom
2448,12987,2,94,558.7,Low Value,United Kingdom
2449,13800,1,330,558.32,Lost Customers,United Kingdom
2450,13260,1,82,557.62,Low Value,United Kingdom
2451,17955,4,219,557.3,Low Value,United Kingdom
2452,17295,3,49,556.95,Low Value,United Kingdom
2453,16385,3,81,555.89,Low Value,United Kingdom
2454,14805,4,36,554.65,Low Value,United Kingdom
2455,14891,2,169,554.38,Low Value,United Kingdom
2456,14618,3,30,553.44,Low Value,United Kingdom
2457,15068,2,67,553.36,Low Value,United Kingdom
2458,12363,2,130,552.0,Low Value,Unspecified
2459,17674,2,95,551.04,Low Value,United Kingdom
2460,17291,1,329,550.8,Lost Customers,United Kingdom
2461,17235,2,46,550.06,Low Value,United Kingdom
2462,12390,1,100,549.84,Low Value,Belgium
2463,16340,1,128,549.07,Low Value,United Kingdom
2464,16536,1,131,548.97,Low Value,United Kingdom
2465,16031,2,113,548.94,Low Value,United Kingdom
2466,14474,1,67,547.66,Low Value,United Kingdom
2467,16811,2,25,547.07,Low Value,United Kingdom
2468,17637,2,52,547.06,Low Value,United Kingdom
2469,16211,1,109,547.02,Low Value,United Kingdom
2470,17520,1,74,546.81,Low Value,United Kingdom
2471,12743,2,155,546.43,Low Value,Unspecified
2472,14997,3,67,546.2,Low Value,United Kingdom
2473,17806,1,32,546.04,Low Value,United Kingdom
2474,12793,2,355,545.48,Low Value,Portugal
2475,16475,4,109,544.3,Low Value,United Kingdom
2476,13617,3,61,544.18,Low Value,United Kingdom
2477,13390,1,95,544.08,Low Value,United Kingdom
2478,16927,3,136,543.05,Low Value,United Kingdom
2479,13278,1,61,542.73,Low Value,United Kingdom
2480,16230,2,210,542.03,Low Value,United Kingdom
2481,17447,2,61,541.53,Low Value,United Kingdom
2482,17557,3,35,541.46,Low Value,United Kingdom
2483,13874,1,379,540.45,Lost Customers,United Kingdom
2484,13812,3,63,539.0,Low Value,Germany
2485,14496,2,332,538.81,Low Value,United Kingdom
2486,15452,3,50,538.73,Low Value,United Kingdom
2487,15469,2,71,538.55,Low Value,United Kingdom
2488,15539,1,28,538.46,Low Value,United Kingdom
2489,17062,4,334,538.37,Low Value,United Kingdom
2490,17345,5,36,537.74,Low Value,United Kingdom
2491,14539,2,36,537.48,Low Value,United Kingdom
2492,16206,4,75,537.06,Low Value,United Kingdom
2493,15043,1,52,537.0,Low Value,United Kingdom
2494,16804,3,44,536.99,Low Value,United Kingdom
2495,16233,3,92,536.68,Low Value,United Kingdom
2496,15535,4,194,536.4,Low Value,United Kingdom
2497,16142,1,270,535.34,Lost Customers,United Kingdom
2498,12988,1,313,535.32,Lost Customers,United Kingdom
2499,13000,3,127,534.85,Low Value,United Kingdom
2500,13385,1,350,534.57,Lost Customers,United Kingdom
2501,13434,2,95,534.24,Low Value,United Kingdom
2502,17443,1,240,534.24,Lost Customers,Canada
2503,13217,3,143,533.98,Low Value,United Kingdom
2504,15433,2,234,533.3,Low Value,United Kingdom
2505,15756,4,82,532.96,Low Value,United Kingdom
2506,15825,1,193,532.94,Lost Customers,United Kingdom
2507,16706,3,58,531.35,Low Value,United Kingdom
2508,14265,2,130,530.18,Low Value,Unspecified
2509,18159,1,322,530.15,Lost Customers,United Kingdom
2510,14002,2,155,529.73,Low Value,United Kingdom
2511,14463,3,119,529.62,Low Value,United Kingdom
2512,16185,2,37,529.41,Low Value,United Kingdom
2513,17631,3,22,528.33,Low Value,United Kingdom
2514,16602,1,57,528.08,Low Value,United Kingdom
2515,12479,1,32,527.2,Low Value,Germany
2516,17623,1,53,527.05,Low Value,United Kingdom
2517,18252,2,71,526.67,Low Value,United Kingdom
2518,16892,5,22,525.54,Medium Value,United Kingdom
2519,17290,2,24,525.24,Low Value,United Kingdom
2520,17429,3,149,524.92,Low Value,United Kingdom
2521,15467,3,30,524.88,Low Value,United Kingdom
2522,15891,1,247,524.52,Lost Customers,United Kingdom
2523,13721,1,57,524.14,Low Value,United Kingdom
2524,17329,2,35,523.11,Low Value,United Kingdom
2525,18017,3,102,523.0,Low Value,United Kingdom
2526,17712,1,65,522.91,Low Value,United Kingdom
2527,14871,4,24,522.38,Low Value,United Kingdom
2528,12863,1,73,521.2,Low Value,United Kingdom
2529,15149,1,154,520.8,Lost Customers,United Kingdom
2530,14873,1,231,519.68,Lost Customers,United Kingdom
2531,12571,2,60,519.61,Low Value,France
2532,13643,3,52,519.44,Low Value,United Kingdom
2533,16955,4,205,518.67,Low Value,United Kingdom
2534,16650,1,92,518.42,Low Value,United Kingdom
2535,15030,2,92,518.28,Low Value,United Kingdom
2536,16135,1,283,517.55,Lost Customers,United Kingdom
2537,17454,4,213,517.53,Low Value,United Kingdom
2538,18205,2,57,517.36,Low Value,United Kingdom
2539,13043,1,294,516.42,Lost Customers,United Kingdom
2540,15882,4,219,516.36,Low Value,United Kingdom
2541,15809,5,57,515.77,Low Value,United Kingdom
2542,12811,3,281,514.85,Low Value,Portugal
2543,15246,2,259,514.15,Low Value,United Kingdom
2544,13005,2,194,513.7,Low Value,United Kingdom
2545,17513,1,93,513.2,Low Value,United Kingdom
2546,17805,1,94,512.31,Low Value,United Kingdom
2547,17480,1,98,511.82,Low Value,United Kingdom
2548,12582,2,259,511.36,Low Value,Finland
2549,14851,2,44,511.35,Low Value,United Kingdom
2550,16561,2,26,511.12,Low Value,United Kingdom
2551,15406,3,52,510.71,Low Value,United Kingdom
2552,12904,2,39,509.58,Low Value,United Kingdom
2553,12436,1,120,509.01,Low Value,Norway
2554,16898,3,47,508.81,Low Value,United Kingdom
2555,15417,1,106,508.8,Low Value,United Kingdom
2556,17391,2,184,508.8,Low Value,United Kingdom
2557,14317,1,85,508.58,Low Value,United Kingdom
2558,17958,1,137,508.46,Lost Customers,United Kingdom
2559,17415,1,100,507.84,Low Value,United Kingdom
2560,14158,1,61,507.66,Low Value,United Kingdom
2561,14820,4,42,507.29,Low Value,United Kingdom
2562,15721,1,32,507.08,Low Value,United Kingdom
2563,16960,3,59,507.05,Low Value,United Kingdom
2564,13885,2,210,506.8,Low Value,United Kingdom
2565,16614,1,203,506.19,Lost Customers,United Kingdom
2566,14014,1,98,505.18,Low Value,United Kingdom
2567,15081,5,43,504.8,Low Value,United Kingdom
2568,12991,2,44,503.76,Low Value,United Kingdom
2569,17630,2,190,503.6,Low Value,United Kingdom
2570,16863,2,52,502.8,Low Value,United Kingdom
2571,15006,1,72,502.09,Low Value,United Kingdom
2572,13865,4,79,501.56,Low Value,United Kingdom
2573,15881,5,333,501.39,Low Value,United Kingdom
2574,13116,1,159,501.14,Lost Customers,United Kingdom
2575,13247,4,38,501.12,Low Value,United Kingdom
2576,16616,2,36,500.42,Low Value,United Kingdom
2577,15389,1,193,500.0,Lost Customers,United Kingdom
2578,14958,3,168,499.68,Low Value,United Kingdom
2579,14077,5,61,499.42,Low Value,United Kingdom
2580,15193,1,81,499.32,Low Value,United Kingdom
2581,14681,3,92,498.95,Low Value,United Kingdom
2582,16488,3,54,498.8,Low Value,United Kingdom
2583,15142,1,67,498.74,Low Value,United Kingdom
2584,17053,1,151,498.48,Lost Customers,United Kingdom
2585,17298,2,122,498.42,Low Value,United Kingdom
2586,16820,1,116,497.61,Low Value,United Kingdom
2587,17495,2,28,497.56,Low Value,United Kingdom
2588,16368,2,23,497.43,Low Value,United Kingdom
2589,15300,1,85,496.44,Low Value,United Kingdom
2590,15018,3,59,496.21,Low Value,United Kingdom
2591,17374,2,239,495.77,Low Value,United Kingdom
2592,15448,1,333,494.64,Lost Customers,United Kingdom
2593,16352,2,38,494.44,Low Value,United Kingdom
2594,17333,1,106,494.25,Low Value,United Kingdom
2595,12763,2,159,494.08,Low Value,Japan
2596,15877,2,22,493.28,Low Value,United Kingdom
2597,13176,1,67,492.84,Low Value,United Kingdom
2598,14270,1,352,492.65,Lost Customers,United Kingdom
2599,15507,1,192,492.36,Lost Customers,United Kingdom
2600,13732,1,49,491.86,Low Value,United Kingdom
2601,14236,2,101,490.86,Low Value,United Kingdom
2602,15000,1,68,490.52,Low Value,United Kingdom
2603,14416,2,43,490.22,Low Value,United Kingdom
2604,18074,1,394,489.6,Lost Customers,United Kingdom
2605,12809,1,198,489.31,Lost Customers,Portugal
2606,17361,3,70,488.2,Low Value,United Kingdom
2607,14396,2,86,487.99,Low Value,United Kingdom
2608,15165,1,394,487.75,Lost Customers,United Kingdom
2609,16643,1,266,487.51,Lost Customers,United Kingdom
2610,13338,1,178,487.02,Lost Customers,United Kingdom
2611,13675,2,172,486.82,Low Value,United Kingdom
2612,17453,2,38,486.72,Low Value,United Kingdom
2613,15287,2,43,486.69,Low Value,United Kingdom
2614,13153,1,26,486.22,Low Value,United Kingdom
2615,12639,1,259,486.1,Lost Customers,Sweden
2616,15109,1,266,484.95,Lost Customers,United Kingdom
2617,16999,2,44,484.82,Low Value,United Kingdom
2618,16504,1,46,484.38,Low Value,United Kingdom
2619,16518,2,82,484.32,Low Value,United Kingdom
2620,14130,1,340,483.86,Lost Customers,United Kingdom
2621,13531,2,226,483.8,Low Value,United Kingdom
2622,12808,3,57,483.65,Low Value,Portugal
2623,14147,2,99,483.4,Low Value,United Kingdom
2624,17555,2,40,483.26,Low Value,United Kingdom
2625,14450,3,201,483.25,Low Value,United Kingdom
2626,16603,2,95,482.47,Low Value,United Kingdom
2627,17950,3,93,482.2,Low Value,United Kingdom
2628,12504,2,39,482.05,Low Value,Germany
2629,16693,2,89,482.01,Low Value,United Kingdom
2630,18216,1,52,481.75,Low Value,United Kingdom
2631,15091,1,88,480.71,Low Value,United Kingdom
2632,16812,1,381,479.35,Lost Customers,United Kingdom
2633,16008,3,44,478.78,Low Value,United Kingdom
2634,15589,3,276,478.53,Low Value,United Kingdom
2635,16768,3,68,478.09,Low Value,United Kingdom
2636,12644,1,150,477.91,Lost Customers,Germany
2637,13092,5,91,477.83,Low Value,United Kingdom
2638,14320,2,227,477.79,Low Value,United Kingdom
2639,12447,1,264,476.49,Lost Customers,Belgium
2640,18176,1,379,476.35,Lost Customers,United Kingdom
2641,14853,2,45,475.8,Low Value,United Kingdom
2642,14497,1,330,475.37,Lost Customers,United Kingdom
2643,15780,3,204,475.28,Low Value,United Kingdom
2644,15349,2,179,473.81,Low Value,United Kingdom
2645,15557,1,49,473.65,Low Value,United Kingdom
2646,16374,2,87,473.03,Low Value,United Kingdom
2647,14013,3,131,473.02,Low Value,United Kingdom
2648,16038,3,28,471.78,Low Value,United Kingdom
2649,17964,2,52,471.7,Low Value,United Kingdom
2650,16885,3,36,471.51,Low Value,United Kingdom
2651,13066,2,45,470.8,Low Value,United Kingdom
2652,15963,2,40,470.76,Low Value,United Kingdom
2653,14431,1,323,470.36,Lost Customers,United Kingdom
2654,15471,1,23,469.48,Low Value,United Kingdom
2655,15026,3,101,469.0,Low Value,United Kingdom
2656,14896,2,225,468.77,Low Value,United Kingdom
2657,13171,3,42,468.41,Low Value,United Kingdom
2658,14335,2,37,468.26,Low Value,Germany
2659,14029,2,84,467.66,Low Value,United Kingdom
2660,15468,2,72,467.51,Low Value,United Kingdom
2661,13579,2,35,467.04,Low Value,United Kingdom
2662,14205,2,37,466.7,Low Value,United Kingdom
2663,13248,2,145,465.68,Low Value,United Kingdom
2664,15036,3,93,465.55,Low Value,United Kingdom
2665,17140,1,268,465.32,Lost Customers,United Kingdom
2666,16742,1,67,464.9,Low Value,United Kingdom
2667,13928,4,31,464.57,Low Value,United Kingdom
2668,16586,1,269,463.95,Lost Customers,United Kingdom
2669,14967,1,70,463.8,Low Value,United Kingdom
2670,12787,3,30,463.66,Low Value,Netherlands
2671,17418,2,63,463.46,Low Value,United Kingdom
2672,14489,1,228,463.38,Lost Customers,United Kingdom
2673,12945,1,309,462.95,Lost Customers,United Kingdom
2674,14331,2,145,462.66,Low Value,United Kingdom
2675,14470,2,32,461.19,Low Value,United Kingdom
2676,12391,1,42,460.89,Low Value,Cyprus
2677,16824,2,36,460.64,Low Value,United Kingdom
2678,16805,2,194,460.59,Low Value,United Kingdom
2679,12491,1,59,460.4,Low Value,France
2680,12355,1,235,459.4,Lost Customers,Bahrain
2681,16589,3,92,459.24,Low Value,United Kingdom
2682,17880,1,385,458.92,Lost Customers,United Kingdom
2683,15754,3,72,458.57,Low Value,United Kingdom
2684,13506,2,337,458.52,Low Value,United Kingdom
2685,17392,2,327,457.91,Low Value,United Kingdom
2686,15092,2,236,457.81,Low Value,United Kingdom
2687,15121,2,71,457.72,Low Value,United Kingdom
2688,12375,2,31,457.5,Low Value,Finland
2689,13398,1,213,457.34,Lost Customers,United Kingdom
2690,12564,1,282,456.9,Lost Customers,France
2691,12999,3,217,455.88,Low Value,United Kingdom
2692,14513,3,121,455.59,Low Value,United Kingdom
2693,15585,1,197,455.3,Lost Customers,United Kingdom
2694,16529,1,211,455.25,Lost Customers,United Kingdom
2695,13485,1,254,454.24,Lost Customers,United Kingdom
2696,15475,1,98,454.11,Lost Customers,United Kingdom
2697,17564,3,45,454.01,Low Value,United Kingdom
2698,18158,2,30,453.4,Low Value,United Kingdom
2699,12729,1,134,453.01,Lost Customers,France
2700,18071,2,278,453.0,Low Value,United Kingdom
2701,14184,1,87,452.89,Low Value,United Kingdom
2702,12591,1,338,452.85,Lost Customers,Italy
2703,12970,4,28,452.24,Low Value,United Kingdom
2704,16574,1,92,451.44,Lost Customers,United Kingdom
2705,15802,1,163,451.42,Lost Customers,United Kingdom
2706,14173,4,31,450.84,Low Value,United Kingdom
2707,17040,1,158,449.73,Lost Customers,United Kingdom
2708,13489,4,126,449.52,Low Value,United Kingdom
2709,12448,1,65,449.45,Low Value,Spain
2710,15739,1,87,449.12,Low Value,United Kingdom
2711,17579,3,25,448.9,Low Value,United Kingdom
2712,14780,2,75,447.68,Low Value,United Kingdom
2713,15646,3,178,447.64,Low Value,United Kingdom
2714,15456,3,304,447.22,Low Value,United Kingdom
2715,15368,1,42,446.94,Low Value,United Kingdom
2716,15889,2,177,446.87,Low Value,United Kingdom
2717,14149,1,241,446.62,Lost Customers,United Kingdom
2718,17370,4,93,446.18,Low Value,United Kingdom
2719,17190,2,79,444.74,Low Value,United Kingdom
2720,18006,1,44,444.68,Low Value,United Kingdom
2721,14638,1,71,443.6,Low Value,United Kingdom
2722,16404,1,91,443.05,Lost Customers,United Kingdom
2723,18222,1,113,443.0,Lost Customers,United Kingdom
2724,14093,1,33,442.85,Low Value,United Kingdom
2725,12579,1,99,440.42,Lost Customers,France
2726,15524,1,45,440.0,Low Value,United Kingdom
2727,18233,1,346,440.0,Lost Customers,United Kingdom
2728,14022,1,246,440.0,Lost Customers,United Kingdom
2729,13954,2,22,439.92,Low Value,United Kingdom
2730,16025,1,50,439.66,Low Value,United Kingdom
2731,13359,1,84,439.56,Low Value,United Kingdom
2732,16968,2,25,439.43,Low Value,United Kingdom
2733,13358,1,289,439.03,Lost Customers,United Kingdom
2734,14272,2,94,437.96,Low Value,United Kingdom
2735,12552,2,59,437.82,Low Value,Italy
2736,16034,3,217,437.7,Low Value,United Kingdom
2737,12592,2,113,437.6,Low Value,Germany
2738,15553,1,81,437.23,Low Value,United Kingdom
2739,16084,1,320,436.18,Lost Customers,United Kingdom
2740,15551,1,57,436.06,Low Value,United Kingdom
2741,16948,3,159,435.02,Low Value,United Kingdom
2742,14910,4,23,434.35,Low Value,United Kingdom
2743,14460,3,131,434.34,Low Value,United Kingdom
2744,12493,2,186,433.74,Low Value,France
2745,17035,2,266,433.53,Low Value,United Kingdom
2746,14157,2,40,432.88,Low Value,United Kingdom
2747,16236,1,99,432.2,Lost Customers,United Kingdom
