id_client,first_day,last_day,frequency,interval,recency,monetary,R_rank,F_rank,M_rank,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,segment
14006,2021-01-31 15:11:00,2021-08-16 09:39:00,3,196,136,962.19,1249.5,2581.5,2627.0,28.91,59.48,60.53,2.77,Low Value
15156,2021-11-06 12:41:00,2021-12-08 18:22:00,3,32,22,961.49,4253.0,2581.5,2626.0,98.39,59.48,60.51,3.29,Medium Value
14629,2021-10-23 16:13:00,2021-12-05 16:55:00,2,43,25,959.01,3970.5,1910.5,2625.0,91.86,44.02,60.48,3.01,Medium Value
18192,2021-09-29 09:53:00,2021-09-29 09:53:00,1,0,92,957.97,1743.0,746.5,2624.0,40.32,17.2,60.46,2.22,Low Value
13823,2021-09-09 10:42:00,2021-11-21 10:22:00,2,72,39,957.66,3209.5,1910.5,2623.0,74.25,44.02,60.44,2.88,Low Value
12697,2021-06-23 15:44:00,2021-11-11 08:47:00,3,140,49,957.59,2789.5,2581.5,2622.0,64.53,59.48,60.41,3.04,Medium Value
15948,2021-10-27 08:35:00,2021-12-01 15:32:00,2,35,29,955.24,3764.0,1910.5,2621.0,87.08,44.02,60.39,2.97,Low Value
17244,2021-10-17 15:19:00,2021-10-17 15:19:00,1,0,74,954.9,2090.5,746.5,2620.0,48.36,17.2,60.37,2.28,Low Value
17097,2020-12-09 14:55:00,2021-12-07 17:05:00,8,363,23,954.42,4156.5,3828.0,2619.0,96.16,88.2,60.35,3.7,Medium Value
15835,2021-01-13 10:35:00,2021-10-26 15:47:00,4,286,65,954.09,2303.0,3028.0,2618.0,53.28,69.77,60.32,3.11,Medium Value
16934,2021-10-16 12:25:00,2021-10-16 12:40:00,2,0,75,950.93,2067.5,1910.5,2617.0,47.83,44.02,60.3,2.68,Low Value
15421,2021-02-02 14:36:00,2021-10-12 09:20:00,4,251,79,950.36,1997.5,3028.0,2616.0,46.21,69.77,60.28,3.05,Medium Value
16511,2021-03-18 11:24:00,2021-11-18 10:41:00,3,244,42,950.26,3096.5,2581.5,2615.0,71.64,59.48,60.25,3.09,Medium Value
13636,2021-02-27 14:29:00,2021-11-03 10:30:00,5,248,57,949.12,2502.5,3344.0,2614.0,57.89,77.05,60.23,3.25,Medium Value
12822,2021-09-13 13:46:00,2021-09-30 10:04:00,2,16,91,948.88,1768.5,1910.5,2613.0,40.91,44.02,60.21,2.62,Low Value
17044,2021-11-14 14:28:00,2021-11-14 14:28:00,1,0,46,948.48,2874.5,746.5,2612.0,66.5,17.2,60.18,2.41,Low Value
13748,2020-12-01 09:00:00,2021-09-05 09:45:00,5,278,116,948.25,1400.5,3344.0,2611.0,32.4,77.05,60.16,3.05,Medium Value
15787,2021-10-09 13:11:00,2021-11-13 14:55:00,3,35,47,948.05,2831.5,2581.5,2610.0,65.51,59.48,60.14,3.04,Medium Value
12458,2021-02-28 10:55:00,2021-09-29 15:25:00,2,213,92,947.4,1743.0,1910.5,2609.0,40.32,44.02,60.12,2.62,Low Value
15707,2021-09-14 14:19:00,2021-11-04 14:35:00,4,51,56,945.58,2536.0,3028.0,2608.0,58.67,69.77,60.09,3.14,Medium Value
17289,2021-06-12 13:51:00,2021-11-08 12:01:00,3,148,52,944.41,2648.0,2581.5,2607.0,61.26,59.48,60.07,3.0,Low Value
13261,2021-02-27 10:41:00,2021-03-16 12:22:00,2,17,289,944.1,396.0,1910.5,2606.0,9.16,44.02,60.05,2.38,Low Value
12820,2021-01-17 12:34:00,2021-12-06 15:12:00,4,323,24,942.34,4064.5,3028.0,2605.0,94.03,69.77,60.02,3.4,Medium Value
14075,2021-03-23 16:35:00,2021-12-05 08:38:00,3,256,25,942.26,3970.5,2581.5,2604.0,91.86,59.48,60.0,3.23,Medium Value
15576,2021-11-02 12:03:00,2021-11-02 12:03:00,1,0,58,940.67,2470.0,746.5,2603.0,57.14,17.2,59.98,2.34,Low Value
15289,2021-04-04 12:44:00,2021-11-10 13:49:00,3,220,50,939.78,2739.0,2581.5,2602.0,63.37,59.48,59.95,3.02,Medium Value
17527,2021-05-05 13:43:00,2021-10-17 12:32:00,4,164,74,939.37,2090.5,3028.0,2601.0,48.36,69.77,59.93,3.06,Medium Value
17227,2020-12-06 11:16:00,2021-11-21 10:51:00,6,349,39,939.32,3209.5,3552.5,2600.0,74.25,81.85,59.91,3.43,Medium Value
16584,2021-03-30 13:14:00,2021-09-20 13:45:00,2,174,101,936.08,1565.5,1910.5,2599.0,36.22,44.02,59.88,2.58,Low Value
14140,2021-11-08 11:20:00,2021-12-06 09:05:00,2,27,24,935.05,4064.5,1910.5,2598.0,94.03,44.02,59.86,3.01,Medium Value
16027,2021-02-10 12:19:00,2021-09-09 10:47:00,6,210,112,934.62,1445.5,3552.5,2597.0,33.44,81.85,59.84,3.12,Medium Value
14081,2020-12-05 15:47:00,2021-02-10 16:17:00,2,67,323,934.52,261.5,1910.5,2596.0,6.05,44.02,59.82,2.35,Low Value
12924,2021-01-16 11:49:00,2021-09-12 13:55:00,4,239,109,933.7,1471.5,3028.0,2595.0,34.04,69.77,59.79,2.95,Low Value
16657,2021-03-30 12:02:00,2021-11-30 11:48:00,4,244,30,933.62,3689.0,3028.0,2594.0,85.34,69.77,59.77,3.33,Medium Value
13655,2021-04-12 09:53:00,2021-08-17 14:25:00,2,127,135,932.97,1257.5,1910.5,2593.0,29.09,44.02,59.75,2.52,Low Value
14532,2020-12-22 13:48:00,2021-04-17 13:05:00,4,115,257,932.85,574.5,3028.0,2592.0,13.29,69.77,59.72,2.79,Low Value
18133,2021-05-11 14:14:00,2021-05-11 14:14:00,1,0,233,931.5,687.5,746.5,2591.0,15.91,17.2,59.7,2.02,Low Value
17552,2020-12-02 18:45:00,2021-10-10 17:00:00,4,311,81,930.41,1945.5,3028.0,2590.0,45.01,69.77,59.68,3.03,Medium Value
14475,2021-02-08 10:12:00,2021-09-29 10:46:00,3,233,92,925.85,1743.0,2581.5,2589.0,40.32,59.48,59.65,2.84,Low Value
14231,2021-02-24 11:55:00,2021-06-09 11:05:00,3,104,204,925.71,849.0,2581.5,2588.0,19.64,59.48,59.63,2.68,Low Value
17048,2021-01-12 16:51:00,2021-08-14 11:49:00,3,213,138,925.35,1233.0,2581.5,2587.0,28.53,59.48,59.61,2.75,Low Value
15312,2020-12-20 12:51:00,2021-09-25 13:10:00,4,279,96,924.85,1646.0,3028.0,2586.0,38.08,69.77,59.59,2.97,Low Value
13805,2021-08-02 15:29:00,2021-10-18 14:50:00,2,76,73,924.6,2121.0,1910.5,2585.0,49.07,44.02,59.56,2.67,Low Value
15654,2021-11-13 15:15:00,2021-11-30 13:08:00,2,16,30,922.53,3689.0,1910.5,2584.0,85.34,44.02,59.54,2.94,Low Value
13122,2021-04-13 14:12:00,2021-09-06 15:53:00,2,146,115,922.39,1415.0,1910.5,2583.0,32.74,44.02,59.52,2.54,Low Value
16551,2021-01-07 10:24:00,2021-09-05 09:38:00,3,240,116,922.12,1400.5,2581.5,2582.0,32.4,59.48,59.49,2.77,Low Value
13934,2021-03-21 08:39:00,2021-03-21 08:39:00,1,0,284,922.1,430.5,746.5,2581.0,9.96,17.2,59.47,1.97,Low Value
13035,2021-03-24 09:21:00,2021-09-27 08:57:00,2,186,94,921.88,1690.0,1910.5,2580.0,39.1,44.02,59.45,2.59,Low Value
17323,2021-02-20 14:38:00,2021-11-24 17:29:00,7,277,36,921.07,3399.5,3709.5,2579.0,78.65,85.47,59.42,3.51,Medium Value
13984,2020-12-08 15:58:00,2021-11-13 12:38:00,5,339,47,920.51,2831.5,3344.0,2578.0,65.51,77.05,59.4,3.28,Medium Value
17018,2021-01-18 08:46:00,2021-10-30 11:42:00,2,285,61,920.1,2387.0,1910.5,2577.0,55.22,44.02,59.38,2.71,Low Value
12652,2021-01-12 15:00:00,2021-01-12 15:00:00,1,0,352,919.98,145.5,746.5,2576.0,3.37,17.2,59.35,1.92,Low Value
13075,2021-08-02 10:19:00,2021-08-02 10:19:00,1,0,150,919.61,1161.5,746.5,2575.0,26.87,17.2,59.33,2.09,Low Value
13549,2021-04-11 13:42:00,2021-11-14 09:20:00,7,216,46,918.2,2874.5,3709.5,2573.5,66.5,85.47,59.3,3.41,Medium Value
15253,2021-06-23 12:19:00,2021-11-23 16:22:00,5,153,37,918.2,3339.0,3344.0,2573.5,77.25,77.05,59.3,3.37,Medium Value
14015,2021-10-18 10:02:00,2021-10-18 10:02:00,1,0,73,917.34,2121.0,746.5,2572.0,49.07,17.2,59.26,2.26,Low Value
14712,2021-08-19 13:33:00,2021-11-10 12:59:00,3,82,50,917.07,2739.0,2581.5,2571.0,63.37,59.48,59.24,3.0,Low Value
17236,2020-12-12 11:49:00,2021-11-27 12:00:00,6,350,33,916.13,3492.5,3552.5,2570.0,80.8,81.85,59.22,3.46,Medium Value
14141,2021-08-26 14:40:00,2021-12-07 09:53:00,4,102,23,915.13,4156.5,3028.0,2569.0,96.16,69.77,59.19,3.4,Medium Value
16216,2021-03-17 15:34:00,2021-03-17 15:34:00,1,0,288,914.93,403.0,746.5,2568.0,9.32,17.2,59.17,1.96,Low Value
16809,2021-03-22 15:20:00,2021-11-16 15:45:00,5,239,44,914.69,2976.5,3344.0,2567.0,68.86,77.05,59.15,3.3,Medium Value
15587,2020-12-23 09:59:00,2021-10-20 13:37:00,4,301,71,913.68,2183.0,3028.0,2566.0,50.5,69.77,59.12,3.05,Medium Value
12940,2021-09-13 10:16:00,2021-10-16 12:09:00,2,33,75,913.54,2067.5,1910.5,2565.0,47.83,44.02,59.1,2.64,Low Value
15364,2021-03-30 13:39:00,2021-09-05 09:46:00,2,158,116,913.19,1400.5,1910.5,2564.0,32.4,44.02,59.08,2.53,Low Value
14359,2021-09-13 09:03:00,2021-11-20 13:17:00,3,68,40,912.18,3153.5,2581.5,2563.0,72.96,59.48,59.06,3.06,Medium Value
13782,2021-01-16 11:08:00,2021-11-27 11:54:00,6,315,33,912.0,3492.5,3552.5,2562.0,80.8,81.85,59.03,3.46,Medium Value
13192,2021-05-18 14:57:00,2021-09-05 14:13:00,2,109,116,911.94,1400.5,1910.5,2561.0,32.4,44.02,59.01,2.53,Low Value
14289,2021-02-23 12:33:00,2021-12-01 11:44:00,6,280,29,911.26,3764.0,3552.5,2560.0,87.08,81.85,58.99,3.5,Medium Value
18096,2021-10-07 11:55:00,2021-11-28 12:44:00,3,52,32,911.15,3545.0,2581.5,2559.0,82.01,59.48,58.96,3.13,Medium Value
13689,2021-10-07 13:21:00,2021-10-07 13:21:00,1,0,84,910.0,1899.5,746.5,2558.0,43.94,17.2,58.94,2.21,Low Value
15511,2021-09-15 15:05:00,2021-11-28 09:43:00,5,73,32,909.23,3545.0,3344.0,2557.0,82.01,77.05,58.92,3.39,Medium Value
13038,2021-02-22 11:43:00,2021-09-20 14:37:00,3,210,101,908.46,1565.5,2581.5,2556.0,36.22,59.48,58.89,2.78,Low Value
14449,2020-12-02 14:09:00,2021-11-21 12:06:00,4,353,39,907.1,3209.5,3028.0,2555.0,74.25,69.77,58.87,3.22,Medium Value
15480,2021-08-15 14:32:00,2021-08-15 14:32:00,1,0,137,905.5,1240.5,746.5,2554.0,28.7,17.2,58.85,2.09,Low Value
15022,2021-10-23 15:47:00,2021-11-28 12:35:00,4,35,32,905.04,3545.0,3028.0,2553.0,82.01,69.77,58.82,3.28,Medium Value
15807,2021-09-23 14:43:00,2021-10-20 14:10:00,3,26,71,903.9,2183.0,2581.5,2552.0,50.5,59.48,58.8,2.89,Low Value
17566,2021-11-14 13:42:00,2021-12-01 19:54:00,2,17,29,901.21,3764.0,1910.5,2551.0,87.08,44.02,58.78,2.93,Low Value
16716,2021-02-01 15:35:00,2021-03-18 10:03:00,2,44,287,901.2,413.0,1910.5,2549.5,9.55,44.02,58.74,2.35,Low Value
17848,2020-12-16 18:38:00,2021-09-19 16:49:00,9,276,102,901.2,1549.5,3912.0,2549.5,35.85,90.14,58.74,3.24,Medium Value
14625,2020-12-13 15:36:00,2021-05-27 15:32:00,2,164,217,899.63,772.0,1910.5,2548.0,17.86,44.02,58.71,2.41,Low Value
17886,2021-04-04 12:34:00,2021-11-08 10:09:00,3,217,52,899.61,2648.0,2581.5,2547.0,61.26,59.48,58.69,2.97,Low Value
13662,2021-03-25 13:23:00,2021-09-15 12:04:00,3,173,106,897.76,1511.0,2581.5,2546.0,34.96,59.48,58.66,2.77,Low Value
17537,2021-02-09 13:37:00,2021-11-10 10:56:00,2,273,50,897.62,2739.0,1910.5,2545.0,63.37,44.02,58.64,2.75,Low Value
16361,2021-09-29 13:13:00,2021-11-30 12:32:00,4,61,30,896.66,3689.0,3028.0,2544.0,85.34,69.77,58.62,3.3,Medium Value
15079,2020-12-09 09:25:00,2021-05-11 12:45:00,4,153,233,895.61,687.5,3028.0,2543.0,15.91,69.77,58.59,2.78,Low Value
15865,2021-05-10 11:44:00,2021-10-30 12:43:00,3,173,61,895.13,2387.0,2581.5,2542.0,55.22,59.48,58.57,2.92,Low Value
15211,2020-12-09 16:08:00,2021-10-10 13:31:00,2,304,81,894.41,1945.5,1910.5,2541.0,45.01,44.02,58.55,2.61,Low Value
15066,2021-10-17 13:25:00,2021-10-17 13:25:00,1,0,74,893.59,2090.5,746.5,2540.0,48.36,17.2,58.53,2.23,Low Value
12772,2021-10-11 09:19:00,2021-10-11 09:19:00,1,0,80,892.47,1973.0,746.5,2539.0,45.64,17.2,58.5,2.21,Low Value
13515,2021-04-06 10:33:00,2021-09-28 11:26:00,4,175,93,891.12,1714.5,3028.0,2538.0,39.66,69.77,58.48,2.95,Low Value
15255,2021-10-04 12:43:00,2021-10-04 12:43:00,1,0,87,890.85,1815.5,746.5,2537.0,42.0,17.2,58.46,2.18,Low Value
14240,2021-04-28 11:40:00,2021-11-09 13:45:00,2,195,51,890.34,2691.0,1910.5,2536.0,62.26,44.02,58.43,2.73,Low Value
17027,2021-01-26 14:19:00,2021-09-22 12:24:00,6,238,99,890.29,1603.0,3552.5,2535.0,37.09,81.85,58.41,3.11,Medium Value
14344,2020-12-06 11:58:00,2021-08-04 13:51:00,8,241,148,889.93,1183.0,3828.0,2534.0,27.37,88.2,58.39,3.13,Medium Value
17007,2020-12-17 13:57:00,2021-10-20 10:47:00,6,306,71,889.93,2183.0,3552.5,2533.0,50.5,81.85,58.36,3.21,Medium Value
14623,2021-04-18 13:54:00,2021-11-07 13:56:00,5,203,53,889.25,2607.5,3344.0,2532.0,60.32,77.05,58.34,3.21,Medium Value
17829,2021-02-14 12:46:00,2021-02-14 12:46:00,1,0,319,889.24,271.5,746.5,2531.0,6.28,17.2,58.32,1.91,Low Value
16347,2021-11-03 13:01:00,2021-11-28 13:14:00,2,25,32,887.65,3545.0,1910.5,2530.0,82.01,44.02,58.29,2.88,Low Value
16900,2021-10-07 13:17:00,2021-11-23 10:32:00,3,46,37,887.11,3339.0,2581.5,2529.0,77.25,59.48,58.27,3.07,Medium Value
15822,2020-12-15 13:38:00,2021-12-06 14:50:00,2,356,24,885.47,4064.5,1910.5,2528.0,94.03,44.02,58.25,2.97,Low Value
17704,2021-04-14 09:28:00,2021-06-24 09:40:00,2,71,189,885.19,942.5,1910.5,2527.0,21.8,44.02,58.23,2.43,Low Value
17109,2021-04-21 15:46:00,2021-11-10 16:59:00,6,203,50,885.04,2739.0,3552.5,2526.0,63.37,81.85,58.2,3.3,Medium Value
15799,2021-01-09 15:13:00,2021-09-25 12:46:00,3,258,96,884.14,1646.0,2581.5,2525.0,38.08,59.48,58.18,2.78,Low Value
14597,2021-06-01 12:33:00,2021-11-28 13:13:00,2,180,32,883.15,3545.0,1910.5,2524.0,82.01,44.02,58.16,2.87,Low Value
18236,2021-04-13 09:52:00,2021-11-10 08:06:00,6,210,50,882.24,2739.0,3552.5,2523.0,63.37,81.85,58.13,3.3,Medium Value
13037,2021-03-28 15:42:00,2021-07-24 15:46:00,3,118,159,881.07,1102.0,2581.5,2522.0,25.49,59.48,58.11,2.68,Low Value
15076,2021-06-20 08:23:00,2021-06-20 08:23:00,1,0,193,880.85,912.5,746.5,2521.0,21.11,17.2,58.09,2.01,Low Value
15653,2021-08-16 09:50:00,2021-09-08 10:49:00,2,23,113,877.44,1433.0,1910.5,2520.0,33.15,44.02,58.06,2.51,Low Value
14770,2021-01-20 15:00:00,2021-04-21 14:21:00,2,90,253,876.42,602.5,1910.5,2519.0,13.94,44.02,58.04,2.36,Low Value
15100,2020-12-01 09:09:00,2021-01-10 10:35:00,3,40,354,876.0,136.5,2581.5,2518.0,3.16,59.48,58.02,2.51,Low Value
13566,2021-09-18 12:40:00,2021-10-30 11:59:00,2,41,61,874.71,2387.0,1910.5,2517.0,55.22,44.02,58.0,2.67,Low Value
16513,2021-10-27 14:56:00,2021-12-05 10:18:00,4,38,25,874.59,3970.5,3028.0,2516.0,91.86,69.77,57.97,3.33,Medium Value
13294,2021-04-04 12:37:00,2021-06-03 08:54:00,2,59,210,873.74,808.0,1910.5,2515.0,18.69,44.02,57.95,2.39,Low Value
12847,2021-11-17 13:16:00,2021-11-17 13:16:00,1,0,43,871.54,3037.5,746.5,2514.0,70.27,17.2,57.93,2.38,Low Value
15208,2020-12-21 13:03:00,2021-12-08 17:24:00,5,352,22,870.12,4253.0,3344.0,2513.0,98.39,77.05,57.9,3.49,Medium Value
13200,2021-08-05 14:50:00,2021-11-20 15:35:00,4,107,40,870.09,3153.5,3028.0,2512.0,72.96,69.77,57.88,3.19,Medium Value
13979,2021-09-27 13:32:00,2021-09-27 13:32:00,1,0,94,869.87,1690.0,746.5,2511.0,39.1,17.2,57.86,2.14,Low Value
12694,2021-06-09 17:48:00,2021-09-30 13:06:00,2,112,91,869.67,1768.5,1910.5,2510.0,40.91,44.02,57.83,2.56,Low Value
13203,2021-04-11 14:40:00,2021-11-30 10:45:00,4,232,30,869.46,3689.0,3028.0,2509.0,85.34,69.77,57.81,3.28,Medium Value
17649,2021-07-24 15:53:00,2021-07-24 15:53:00,1,0,159,868.49,1102.0,746.5,2508.0,25.49,17.2,57.79,2.04,Low Value
14912,2021-04-07 11:06:00,2021-11-23 09:20:00,2,229,37,867.85,3339.0,1910.5,2507.0,77.25,44.02,57.76,2.83,Low Value
14715,2021-01-12 13:27:00,2021-11-15 12:10:00,4,306,45,867.38,2922.5,3028.0,2506.0,67.61,69.77,57.74,3.14,Medium Value
16235,2021-01-11 15:42:00,2021-10-30 10:56:00,5,291,61,867.31,2387.0,3344.0,2505.0,55.22,77.05,57.72,3.16,Medium Value
16121,2021-05-08 11:52:00,2021-10-13 12:59:00,2,158,78,867.11,2027.0,1910.5,2504.0,46.89,44.02,57.7,2.6,Low Value
14332,2021-07-15 10:33:00,2021-11-17 11:54:00,3,125,43,866.31,3037.5,2581.5,2503.0,70.27,59.48,57.67,3.01,Medium Value
16567,2021-01-07 09:31:00,2021-05-29 13:57:00,2,142,215,865.6,780.0,1910.5,2502.0,18.05,44.02,57.65,2.38,Low Value
13846,2020-12-14 16:07:00,2021-11-15 12:07:00,3,335,45,865.06,2922.5,2581.5,2501.0,67.61,59.48,57.63,2.98,Low Value
16221,2020-12-07 13:13:00,2021-11-03 11:43:00,3,330,57,864.86,2502.5,2581.5,2500.0,57.89,59.48,57.6,2.91,Low Value
12680,2021-08-18 15:44:00,2021-12-09 12:50:00,4,112,21,862.81,4322.5,3028.0,2499.0,100.0,69.77,57.58,3.38,Medium Value
16266,2021-05-17 14:50:00,2021-09-27 12:08:00,7,132,94,861.89,1690.0,3709.5,2498.0,39.1,85.47,57.56,3.16,Medium Value
12794,2021-09-02 12:01:00,2021-10-17 14:54:00,2,45,74,860.41,2090.5,1910.5,2497.0,48.36,44.02,57.53,2.61,Low Value
13339,2021-05-23 08:31:00,2021-05-23 08:31:00,1,0,221,860.12,744.5,746.5,2496.0,17.22,17.2,57.51,1.97,Low Value
14577,2020-12-12 11:26:00,2021-11-27 12:47:00,4,350,33,859.71,3492.5,3028.0,2495.0,80.8,69.77,57.49,3.23,Medium Value
17064,2021-01-16 16:10:00,2021-10-12 10:18:00,3,268,79,859.35,1997.5,2581.5,2494.0,46.21,59.48,57.47,2.82,Low Value
14553,2021-01-04 15:40:00,2021-11-20 13:20:00,5,319,40,859.27,3153.5,3344.0,2493.0,72.96,77.05,57.44,3.28,Medium Value
16163,2020-12-09 16:28:00,2021-04-21 15:15:00,2,132,253,856.6,602.5,1910.5,2492.0,13.94,44.02,57.42,2.34,Low Value
13991,2021-07-19 12:58:00,2021-11-27 16:18:00,6,131,33,855.97,3492.5,3552.5,2491.0,80.8,81.85,57.4,3.41,Medium Value
12693,2021-01-24 12:58:00,2021-08-04 17:51:00,4,192,148,855.91,1183.0,3028.0,2490.0,27.37,69.77,57.37,2.83,Low Value
16037,2020-12-16 10:18:00,2021-03-15 09:13:00,3,88,290,855.02,390.5,2581.5,2489.0,9.03,59.48,57.35,2.54,Low Value
12878,2021-03-18 14:02:00,2021-04-17 13:07:00,2,29,257,854.99,574.5,1910.5,2488.0,13.29,44.02,57.33,2.34,Low Value
17560,2021-02-02 11:14:00,2021-09-06 09:18:00,5,215,115,854.95,1415.0,3344.0,2487.0,32.74,77.05,57.3,2.98,Low Value
16877,2021-05-15 16:13:00,2021-11-27 13:47:00,6,195,33,853.72,3492.5,3552.5,2486.0,80.8,81.85,57.28,3.41,Medium Value
14193,2021-03-15 11:38:00,2021-10-03 09:34:00,2,201,88,853.39,1794.5,1910.5,2485.0,41.52,44.02,57.26,2.55,Low Value
12379,2021-06-22 16:32:00,2021-09-19 10:09:00,2,88,102,852.24,1549.5,1910.5,2484.0,35.85,44.02,57.24,2.5,Low Value
16070,2021-11-07 16:36:00,2021-11-17 15:50:00,2,9,43,852.15,3037.5,1910.5,2483.0,70.27,44.02,57.21,2.76,Low Value
16020,2021-10-05 13:54:00,2021-11-23 11:18:00,3,48,37,851.01,3339.0,2581.5,2482.0,77.25,59.48,57.19,3.04,Medium Value
12713,2021-12-09 12:16:00,2021-12-09 12:16:00,1,0,21,848.55,4322.5,746.5,2481.0,100.0,17.2,57.17,2.58,Low Value
14657,2021-01-17 15:19:00,2021-11-22 12:47:00,4,308,38,848.22,3272.5,3028.0,2480.0,75.71,69.77,57.14,3.19,Medium Value
13221,2020-12-15 13:24:00,2021-04-13 16:58:00,2,119,261,847.41,551.0,1910.5,2479.0,12.75,44.02,57.12,2.33,Low Value
16924,2021-09-16 12:54:00,2021-11-18 12:53:00,3,62,42,846.75,3096.5,2581.5,2478.0,71.64,59.48,57.1,3.0,Low Value
16222,2021-01-25 13:38:00,2021-01-25 13:38:00,1,0,339,846.72,189.5,746.5,2477.0,4.38,17.2,57.07,1.86,Low Value
15965,2020-12-07 13:18:00,2021-11-22 16:44:00,4,350,38,845.64,3272.5,3028.0,2476.0,75.71,69.77,57.05,3.18,Medium Value
14803,2021-02-20 13:21:00,2021-06-30 13:58:00,3,130,183,845.55,969.5,2581.5,2475.0,22.43,59.48,57.03,2.63,Low Value
17624,2021-05-05 17:59:00,2021-11-25 10:52:00,2,203,35,843.48,3451.0,1910.5,2474.0,79.84,44.02,57.0,2.83,Low Value
15164,2021-01-04 14:21:00,2021-10-02 12:05:00,3,270,89,843.05,1782.0,2581.5,2473.0,41.23,59.48,56.98,2.77,Low Value
17929,2021-02-04 11:40:00,2021-11-28 16:01:00,4,297,32,843.0,3545.0,3028.0,2472.0,82.01,69.77,56.96,3.23,Medium Value
13929,2021-01-17 15:11:00,2021-06-23 15:26:00,2,157,190,842.65,934.5,1910.5,2471.0,21.62,44.02,56.94,2.39,Low Value
16108,2021-09-16 11:48:00,2021-09-16 11:48:00,1,0,105,842.5,1527.0,746.5,2470.0,35.33,17.2,56.91,2.09,Low Value
16560,2020-12-16 14:36:00,2021-11-13 10:35:00,2,331,47,841.41,2831.5,1910.5,2469.0,65.51,44.02,56.89,2.72,Low Value
14862,2021-07-14 11:20:00,2021-11-14 10:01:00,2,122,46,841.2,2874.5,1910.5,2468.0,66.5,44.02,56.87,2.72,Low Value
17076,2020-12-10 10:08:00,2021-11-03 17:53:00,3,328,57,841.08,2502.5,2581.5,2467.0,57.89,59.48,56.84,2.89,Low Value
13940,2021-07-18 16:05:00,2021-11-22 15:15:00,4,126,38,839.14,3272.5,3028.0,2466.0,75.71,69.77,56.82,3.18,Medium Value
17115,2021-04-20 14:46:00,2021-12-01 14:30:00,3,224,29,837.5,3764.0,2581.5,2465.0,87.08,59.48,56.8,3.11,Medium Value
16554,2021-01-12 12:41:00,2021-10-28 14:51:00,3,289,63,837.1,2357.0,2581.5,2464.0,54.53,59.48,56.77,2.86,Low Value
15832,2021-03-30 15:29:00,2021-03-30 15:29:00,1,0,275,836.79,479.5,746.5,2463.0,11.09,17.2,56.75,1.9,Low Value
12728,2021-01-11 13:31:00,2021-09-29 15:31:00,4,261,92,836.33,1743.0,3028.0,2462.0,40.32,69.77,56.73,2.91,Low Value
16747,2021-10-03 10:18:00,2021-11-02 11:37:00,2,30,58,836.06,2470.0,1910.5,2461.0,57.14,44.02,56.71,2.65,Low Value
17169,2021-06-09 13:16:00,2021-10-13 10:25:00,2,125,78,835.78,2027.0,1910.5,2460.0,46.89,44.02,56.68,2.57,Low Value
17759,2021-06-23 13:35:00,2021-11-22 16:02:00,3,152,38,834.99,3272.5,2581.5,2459.0,75.71,59.48,56.66,3.02,Medium Value
13835,2021-05-08 15:22:00,2021-11-14 15:37:00,4,190,46,834.57,2874.5,3028.0,2458.0,66.5,69.77,56.64,3.1,Medium Value
17075,2021-01-26 13:20:00,2021-11-22 11:58:00,4,299,38,834.12,3272.5,3028.0,2457.0,75.71,69.77,56.61,3.17,Medium Value
16644,2021-05-11 12:53:00,2021-06-15 12:39:00,2,34,198,833.78,877.5,1910.5,2456.0,20.3,44.02,56.59,2.37,Low Value
15862,2020-12-01 11:21:00,2021-12-01 13:28:00,4,365,29,832.88,3764.0,3028.0,2455.0,87.08,69.77,56.57,3.26,Medium Value
14644,2021-02-14 14:14:00,2021-10-03 08:30:00,2,230,88,830.76,1794.5,1910.5,2454.0,41.52,44.02,56.54,2.53,Low Value
13681,2021-07-07 15:21:00,2021-11-22 11:13:00,4,137,38,827.83,3272.5,3028.0,2453.0,75.71,69.77,56.52,3.17,Medium Value
12461,2021-07-08 10:23:00,2021-09-06 16:57:00,2,60,115,826.88,1415.0,1910.5,2452.0,32.74,44.02,56.5,2.46,Low Value
12781,2021-02-28 08:43:00,2021-10-07 10:37:00,2,221,84,826.74,1899.5,1910.5,2451.0,43.94,44.02,56.47,2.54,Low Value
16494,2021-02-16 12:49:00,2021-02-16 12:49:00,1,0,317,826.53,281.0,746.5,2450.0,6.5,17.2,56.45,1.86,Low Value
17921,2021-03-18 13:19:00,2021-10-06 18:56:00,4,202,85,826.52,1869.5,3028.0,2449.0,43.25,69.77,56.43,2.92,Low Value
15525,2020-12-01 13:17:00,2021-12-07 14:43:00,3,371,23,825.92,4156.5,2581.5,2448.0,96.16,59.48,56.41,3.16,Medium Value
12427,2020-12-03 10:44:00,2021-11-18 08:56:00,3,349,42,825.8,3096.5,2581.5,2447.0,71.64,59.48,56.38,2.98,Low Value
16869,2021-06-17 13:01:00,2021-11-17 12:02:00,4,152,43,825.42,3037.5,3028.0,2446.0,70.27,69.77,56.36,3.12,Medium Value
16284,2021-10-20 13:54:00,2021-11-08 16:12:00,2,19,52,823.97,2648.0,1910.5,2445.0,61.26,44.02,56.34,2.67,Low Value
16164,2021-10-28 09:12:00,2021-11-22 15:04:00,3,25,38,822.48,3272.5,2581.5,2444.0,75.71,59.48,56.31,3.01,Medium Value
12778,2021-01-31 14:35:00,2021-11-20 11:30:00,6,292,40,822.23,3153.5,3552.5,2443.0,72.96,81.85,56.29,3.32,Medium Value
